1,1.590102171,1.590102171,1.590102171,1.590102171,1.590102171,1.590102171,1.590102171,1.590102171,0.883680555,0.883680555,0.883680555,0.883680555,0.883680555,0.883680555,0.883680555,0.883680555,1.957860247,1.957860247,1.957860247,1.957860247,1.957860247,1.957860247,1.957860247,1.957860247,94.39875,94.39875,94.39875,94.39875,94.39875,94.39875,94.39875,94.39875
1,1.073882503,1.073882503,1.073882503,1.073882503,1.073882503,1.073882503,1.073882503,1.073882503,0.535409433,0.535409433,0.535409433,0.535409433,0.535409433,0.535409433,0.535409433,0.535409433,2.336732548,2.336732548,2.336732548,2.336732548,2.336732548,2.336732548,2.336732548,2.336732548,208.794375,208.794375,208.794375,208.794375,208.794375,208.794375,208.794375,208.794375
1,1.303927203,1.303927203,1.303927203,1.303927203,1.303927203,1.303927203,1.303927203,1.303927203,0.540762442,0.540762442,0.540762442,0.540762442,0.540762442,0.540762442,0.540762442,0.540762442,2.455687553,2.455687553,2.455687553,2.455687553,2.455687553,2.455687553,2.455687553,2.455687553,109.479375,109.479375,109.479375,109.479375,109.479375,109.479375,109.479375,109.479375
1,1.225574713,1.225574713,1.225574713,1.225574713,1.225574713,1.225574713,1.225574713,1.225574713,0.484320746,0.484320746,0.484320746,0.484320746,0.484320746,0.484320746,0.484320746,0.484320746,1.894326465,1.894326465,1.894326465,1.894326465,1.894326465,1.894326465,1.894326465,1.894326465,102.182625,102.182625,102.182625,102.182625,102.182625,102.182625,102.182625,102.182625
1,1.624824393,1.624824393,1.624824393,1.624824393,1.624824393,1.624824393,1.624824393,1.624824393,0.472819011,0.472819011,0.472819011,0.472819011,0.472819011,0.472819011,0.472819011,0.472819011,2.125683348,2.125683348,2.125683348,2.125683348,2.125683348,2.125683348,2.125683348,2.125683348,88.81875,88.81875,88.81875,88.81875,88.81875,88.81875,88.81875,88.81875
1,1.16396871,1.16396871,1.16396871,1.16396871,1.16396871,1.16396871,1.16396871,1.16396871,0.316912616,0.316912616,0.316912616,0.316912616,0.316912616,0.316912616,0.316912616,0.316912616,1.840412111,1.840412111,1.840412111,1.840412111,1.840412111,1.840412111,1.840412111,1.840412111,145.4625,145.4625,145.4625,145.4625,145.4625,145.4625,145.4625,145.4625
1,1.247222222,1.247222222,1.247222222,1.247222222,1.247222222,1.247222222,1.247222222,1.247222222,0.181080006,0.181080006,0.181080006,0.181080006,0.181080006,0.181080006,0.181080006,0.181080006,1.791333754,1.791333754,1.791333754,1.791333754,1.791333754,1.791333754,1.791333754,1.791333754,128.41875,128.41875,128.41875,128.41875,128.41875,128.41875,128.41875,128.41875
1,1.219620051,1.219620051,1.219620051,1.219620051,1.219620051,1.219620051,1.219620051,1.219620051,0.286639178,0.286639178,0.286639178,0.286639178,0.286639178,0.286639178,0.286639178,0.286639178,2.047396271,2.047396271,2.047396271,2.047396271,2.047396271,2.047396271,2.047396271,2.047396271,90.4725,90.4725,90.4725,90.4725,90.4725,90.4725,90.4725,90.4725
1,1.335296935,1.335296935,1.335296935,1.335296935,1.335296935,1.335296935,1.335296935,1.335296935,0.405381945,0.405381945,0.405381945,0.405381945,0.405381945,0.405381945,0.405381945,0.405381945,1.910166106,1.910166106,1.910166106,1.910166106,1.910166106,1.910166106,1.910166106,1.910166106,168.1785,168.1785,168.1785,168.1785,168.1785,168.1785,168.1785,168.1785
1,1.004853129,1.004853129,1.004853129,1.004853129,1.004853129,1.004853129,1.004853129,1.004853129,0.531485098,0.531485098,0.531485098,0.531485098,0.531485098,0.531485098,0.531485098,0.531485098,1.7437097,1.7437097,1.7437097,1.7437097,1.7437097,1.7437097,1.7437097,1.7437097,188.929125,188.929125,188.929125,188.929125,188.929125,188.929125,188.929125,188.929125
2,1.532375479,1.532375479,1.532375479,1.532375479,1.532375479,1.532375479,1.532375479,1.532375479,0.52609592,0.52609592,0.52609592,0.52609592,0.52609592,0.52609592,0.52609592,0.52609592,2.061203393,2.061203393,2.061203393,2.061203393,2.061203393,2.061203393,2.061203393,2.061203393,171.054375,171.054375,171.054375,171.054375,171.054375,171.054375,171.054375,171.054375
2,1.319556194,1.319556194,1.319556194,1.319556194,1.319556194,1.319556194,1.319556194,1.319556194,1.790418837,1.790418837,1.790418837,1.790418837,1.790418837,1.790418837,1.790418837,1.790418837,2.120409307,2.120409307,2.120409307,2.120409307,2.120409307,2.120409307,2.120409307,2.120409307,122.9015625,122.9015625,122.9015625,122.9015625,122.9015625,122.9015625,122.9015625,122.9015625
2,1.788234355,1.788234355,1.788234355,1.788234355,1.788234355,1.788234355,1.788234355,1.788234355,1.070366754,1.070366754,1.070366754,1.070366754,1.070366754,1.070366754,1.070366754,1.070366754,2.237577096,2.237577096,2.237577096,2.237577096,2.237577096,2.237577096,2.237577096,2.237577096,203.4553125,203.4553125,203.4553125,203.4553125,203.4553125,203.4553125,203.4553125,203.4553125
2,1.427139208,1.427139208,1.427139208,1.427139208,1.427139208,1.427139208,1.427139208,1.427139208,1.44656033,1.44656033,1.44656033,1.44656033,1.44656033,1.44656033,1.44656033,1.44656033,1.782590412,1.782590412,1.782590412,1.782590412,1.782590412,1.782590412,1.782590412,1.782590412,178.505625,178.505625,178.505625,178.505625,178.505625,178.505625,178.505625,178.505625
2,1.392177523,1.392177523,1.392177523,1.392177523,1.392177523,1.392177523,1.392177523,1.392177523,1.768663194,1.768663194,1.768663194,1.768663194,1.768663194,1.768663194,1.768663194,1.768663194,1.888123774,1.888123774,1.888123774,1.888123774,1.888123774,1.888123774,1.888123774,1.888123774,139.078125,139.078125,139.078125,139.078125,139.078125,139.078125,139.078125,139.078125
